"AID","Book-Author"
92079,"Walter Updegrave"
92080,"Calvin Engler"
92081,"Jack Rabin"
92082,"Graham Romp"
92083,"Clarke E. Cochran"
92084,"Paul R Gregory"
92085,"Kant Patel"
92086,"Charles F. Bonser"
92087,"Judith R. Gordon"
92088,"R. Barlowe"
92089,"Robert J. Steamer"
92090,"Lee J. Cuba"
92091,"Thomas Mayer"
92092,"Robert Cohan"
92093,"Janet Poppendieck"
92094,"Troy Duster"
92095,"Charlene Harrington"
92096,"Lois  Patterson"
92097,"Kristi Lorene"
92098,"Georgette Bennett"
92099,"Monique A. Pelletier"
92100,"W. B. Meigs"
92101,"Douglas J McQuaig"
92102,"Dennis R. Judd"
92103,"Mimi Abramovitz"
92104,"Edwin Mansfield"
92105,"William  Horton"
92106,"Jennifer Westwood"
92107,"LeRoy Miller"
92108,"Robert J. Regalbuto"
92109,"Theda Skocpol"
92110,"Johnnetta B. Cole"
92111,"William Goldsmith"
92112,"Howard P. Chudacoff"
92113,"Alan C. Purves"
92114,"Lloyd G. Reynolds"
92115,"Eliot Porter"
92116,"Graham Haughton"
92117,"Georgia O'Keeffe"
92118,"Nick Spencer"
92119,"Herbert J. Chruden"
92120,"Martin J Gannon"
92121,"Robert J Gordon"
92122,"Edwin G Dolan"
92123,"Cathy Luchetti"
92124,"Sharon. Cadwallader"
92125,"Stephanie Quainton Steel"
92126,"Kathy Morey"
92127,"Michael McCoy"
92128,"William Whyte"
92129,"E. Barbara Phillips"
92130,"Phyllis Meras"
92131,"William J.  Knaus"
92132,"Bruce Springsteen"
92133,"Xavier Pommereau"
92134,"I. Ramonet"
92135,"Robert Badinter"
92136,"Jean-Marie Abgrall"
92137,"Mermet"
92138,"Chris Kuzneski"
92139,"James Waddington"
92140,"Ernesto Ekaizer"
92141,"Josie Glausiusz"
92142,"Bob Cooper"
92143,"William K. Tabb"
92144,"Charles Bensinger"
92145,"Bill Ripley"
92146,"Ann L. McLaughlin"
92147,"James Gray"
92148,"Andrew Hempstead"
92149,"William Ophuls"
92150,"Tina Reed"
92151,"Eoin Mcnamee"
92152,"R., Dr. Brasch"
92153,"Ardeth Greene Kapp"
92154,"Mary Crowley"
92155,"Anne Gray"
92156,"Holly Newman"
92157,"Luke Mangan"
92158,"S Dziemianowicz"
92159,"Thomas de Quincey"
92160,"Crohn's & Colitis  Foundation"
92161,"Laurel Holliday"
92162,"Elizabeth Kane Buzzelli"
92163,"William B. Salt II"
92164,"Frank Spencer Mead"
92165,"Del James"
92166,"Ronnie Virgets"
92167,"Gopi Warrier"
92168,"Joan  D'Amico"
92169,"Laurie Miller"
92170,"Carolyn Dwyer"
92171,"Anita K. Nobles"
92172,"Suzy Prudden"
92173,"Craig Barker"
92174,"Ottie Garrett"
92175,"John M. Dalton"
92176,"Russell Means"
92177,"Charles A. Jaffe"
92178,"Nan Kathryn Fuchs"
92179,"Robbie Clipper Sethi"
92180,"Yogi Maharishi Mehseh"
92181,"A. Tom Topper"
92182,"M. F. K.  Fisher"
92183,"Melvin M. Belli"
92184,"Hank Trisler"
92185,"Jude Liebermann"
92186,"Michael S. Clouse"
92187,"Louise Hall Tharp"
92188,"Stephanie Kegan"
92189,"Bernt Danielsson"
92190,"Nicholas Shakespeare"
92191,"Timothy Good"
92192,"Henry Orenstein"
92193,"Rod Butterworth"
92194,"Joachim C Fest"
92195,"Donald Cosentino"
92196,"Isaac Lewin"
92197,"Arnold R. Hirsch"
92198,"Ted Tunnell"
92199,"Reginald Horace. Blyth"
92200,"Robert W Weinbach"
92201,"Esther Silverstein Blanc"
92202,"Genevieve Richardson"
92203,"Elena Yates Eulo"
92204,"Melanie Kaye"
92205,"David Spohn"
92206,"Lendon H., M.D. Smith"
92207,"Van Crouch"
92208,"Vaughn J Featherstone"
92209,"Joseph F McConkie"
92210,"Lawrence Cortesi"
92211,"Robert F. Bennett"
92212,"Paul A. Dunn"
92213,"Edna st Vincent Millay"
92214,"Lennon Sisters"
92215,"William Cox"
92216,"Joe Paterno"
92217,"Sarah Kelly"
92218,"Joy Richardson"
92219,"M. Ragland"
92220,"G. Henry Weaver"
92221,"Nancy Bubel"
92222,"Ranae Johnson"
92223,"Stan D. Malstrom"
92224,"Gordon Miller"
92225,"Sandy Hotchkiss"
92226,"Thomas, Md. Noguchi"
92227,"Rod Norville"
92228,"Keith Tutt"
92229,"Sue Hamilton"
92230,"Mccarthy"
92231,"Martin Mccarthy"
92232,"Tom Hickman"
92233,"Jay Griffiths"
92234,"Ward Rutherford"
92235,"Patrick J. Hearden"
92236,"Elizabth E. Allen"
92237,"Meaghan Delahunt"
92238,"Buket Uzuner"
92239,"Edward L. Rowan"
92240,"Peter Zadek"
92241,"BARBARA COHEN"
92242,"Milton Bass"
92243,"Mike Venezia"
92244,"Barbara Goodfellow"
92245,"Susan Derecskey"
92246,"Christie Agatha"
92247,"Helen Hollick"
92248,"Suzanne Clemenz"
92249,"Beth Ashley"
92250,"Betty L. Receveur"
92251,"Jeanne, Ph.D. Archterberg"
92252,"Gerard Depardieu"
92253,"Jun Nanao"
92254,"Grousset"
92255,"Lydia Rood"
92256,"MacK Tanner"
92257,"Edward G. Mathis"
92258,"Daniel X. O'Neil"
92259,"O'Callagh"
92260,"Judy Tatelbaum"
92261,"Berent Sandberg"
92262,"Midas Dekkers"
92263,"Helen Bacovcin"
92264,"Stuart L Hills"
92265,"Philip R. Ryde"
92266,"Stephen Silverman"
92267,"Thomas S. Szasz"
92268,"Erna. Brandenberger"
92269,"Baxter Clare"
92270,"Janice L. Krahn"
92271,"Nicole McGill"
92272,"Angus Cameron"
92273,"Karen J Bellerson"
92274,"L. Lee Wilson"
92275,"Robert Vavra"
92276,"Claudia Graf"
92277,"Barry Siskind"
92278,"Evangelisti"
92279,"Emily A. Roesly"
92280,"Earle Labor"
92281,"Ray Hutton"
92282,"Nancy Yaw Davis"
92283,"Michael D. Echanis"
92284,"R. M. W. Dixon"
92285,"Philip Heller"
92286,"B.J.  Jones"
92287,"Mary L.  Boas"
92288,"Joo Bang Lee"
92289,"Joseph D. Sloan"
92290,"Douglas Mauro"
92291,"Bruce Kasanoff"
92292,"Joe Heldeman"
92293,"O Carl Simonton"
92294,"Lois Griffith"
92295,"Max Jammer"
92296,"Patrick Smith"
92297,"Roderick S. Bucknell"
92298,"Kenneth Kraft"
92299,"Stuart Cloete"
92300,"Julia L. Wilkinson"
92301,"Brad Prowse"
92302,"John Archibald"
92303,"David Diefendorf"
92304,"Penny Junor"
92305,"Michelanne Forster"
92306,"Philip Farkas"
92307,"Thomas Brothers"
92308,"Ben Sloane"
92309,"Janis Mitchell"
92310,"Lyle Campbell"
92311,"Damien W. Green"
92312,"Luc Besson"
92313,"Jean-Pierre Serre"
92314,"Michael A. Nielsen"
92315,"Richard F. Snow"
92316,"John Sailer"
92317,"Michael C. Rogers"
92318,"J.C. Reid"
92319,"Charles A. Moose"
92320,"SEAN MURPHY"
92321,"Mary S. Davidson"
92322,"Ardai"
92323,"Kerry Moran"
92324,"Bruce Bolger"
92325,"Margaret Wallworth"
92326,"Alice Poynor"
92327,"John Labriola"
92328,"Claire H. Blatchford"
92329,"Joan Clifford"
92330,"Sheila Miller"
92331,"David Kopay"
92332,"Don Sarkell"
92333,"Michael P. Waite"
92334,"Peter Irons"
92335,"Rhoda Couldridge"
92336,"Roz Chast"
92337,"Goforth"
92338,"Alister Kershaw"
92339,"Ronnith Neumann"
92340,"James Kirkland"
92341,"David Beckham"
92342,"George Wuerthner"
92343,"D.G. Finlay"
92344,"Danae Jacobson"
92345,"Steven Williams"
92346,"Susan A. Roth"
92347,"Glenda Green"
92348,"Charles E. Tuttle"
92349,"Kittredge Cherry"
92350,"SILVA MEHTA"
92351,"Ursula K Le Guin"
92352,"Vivienne Bon"
92353,"Dobb"
92354,"Sylvia Englert"
92355,"John McLean"
92356,"Georg Feil"
92357,"Christine Wilson"
92358,"Kevin Pakenham"
92359,"Beverly Browning Runyon"
92360,"Andrea M. Hesse"
92361,"Liane Holliday Willey"
92362,"Susanne Sch�?¤fer"
92363,"Maneesh Sahu"
92364,"Betty Reynolds"
92365,"Editors"
92366,"C. Cliff McCrath"
92367,"Joe Karam"
92368,"Don  Laine"
92369,"Jill Eckersley"
92370,"John Travers Moore"
92371,"Betty Boegehold"
92372,"Elizabeth Allen Ashton"
92373,"Judie Bopp"
92374,"Katie Kelley Dorn"
92375,"Miguel Cane"
92376,"Rhona Whiteford"
92377,"Calvin Luther Martin"
92378,"Kathie Layfield"
92379,"Fred Van Dyke"
92380,"W. E. C. Gillham"
92381,"Mary Crow Dog"
92382,"Peter Dunne"
92383,"Susan Weitzman"
92384,"Gwen Grant"
92385,"Gaynor Berry"
92386,"John Fairchild"
92387,"Florence Shelley"
92388,"Brant Parker"
92389,"Jane Wynne-Willson"
92390,"Beverly. Sills"
92391,"Peter Wiggin"
92392,"Satyavan"
92393,"A. D. Thorp"
92394,"Corbett A., Jr. Davis"
92395,"Hampton"
92396,"Ron Gomez"
92397,"William L., Ph.D. Ackerman"
92398,"Tadeusz Sobolewicz"
92399,"Peter Carter"
92400,"Jeanne Whitmee"
92401,"Varla Ventura"
92402,"Diane Thrailkill"
92403,"Ian Thorne"
92404,"Ronald P Lovell"
92405,"Andrea Shettle"
92406,"Ellen Handler Spitz"
92407,"Elaine Masters"
92408,"Thomas Bruce Morgan"
92409,"Natalie Windsor"
92410,"Marie Goodwin"
92411,"Seung Sahn"
92412,"Gary G. Melyan"
92413,"H. K. Suh"
92414,"William Geist"
92415,"Sheila Lavery"
92416,"Gerd Ziegler"
92417,"June Burnett"
92418,"Jace"
92419,"J. Erickson"
92420,"You Higuri"
92421,"Mary Guleresian"
92422,"Maureen Russell"
92423,"Cynthia Giles"
92424,"Peter Essex"
92425,"Arthur Rowan"
92426,"Jill Freeman"
92427,"Chad Brunner"
92428,"Sword & Sorcery Studios"
92429,"David Chart"
92430,"Eric Goldberg"
92431,"Melody"
92432,"Nicholas J. Saunders"
92433,"Peter Gloor"
92434,"Harold Mario Mitchell Acton"
92435,"Joelle Sander"
92436,"Bettina R. Flores"
92437,"David Lovell-Smith"
92438,"Beth Benatovich"
92439,"Barbara Falk"
92440,"Ann Morrow"
92441,"David M. Parsons"
92442,"Lee Driver"
92443,"Mitchell Goodman"
92444,"BARBARA BRENNER"
92445,"Emanuela Bussolati"
92446,"Thomas Reeves"
92447,"Ainslie. Skinner"
92448,"Thomas J. Neff"
92449,"Carl E. Schorske"
92450,"Alexander Star"
92451,"Jeff  Salz"
92452,"Raymond Elson"
92453,"Van De Velde                 th"
92454,"Anita Siegfried"
92455,"Gary Chmielewski"
92456,"Sharon Silva"
92457,"Ray Hosler"
92458,"Michael Hodgson"
92459,"Jim Wood"
92460,"Sid Caesar"
92461,"Beth  Rubin"
92462,"Jan Nix"
92463,"Barbara Harris"
92464,"H. Anthony Medley"
92465,"Terry Lloyd Vinson"
92466,"Die Gestalten"
92467,"Deb Crockett"
92468,"Christian Riese Lassen"
92469,"Suzanne J. E. Tourtillott"
92470,"Joel Bakan"
92471,"Steve Rogers"
92472,"Shepherd Mead"
92473,"Kurt Warner"
92474,"Bishop of Caesarea Eusebius"
92475,"Matthew Telles"
92476,"Sakae Kubo"
92477,"Charles E., Mrs Cowman"
92478,"Michael  Meadhra"
92479,"Carol J Everingham"
92480,"Roland Roycraft"
92481,"Wilfred L. Guerin"
92482,"John H. Dobson"
92483,"Joan N. Ostroff"
92484,"Wolfram Prinz"
92485,"Molly Jay"
92486,"Rhiannon Paine"
92487,"Jay Carr"
92488,"Tracy Young"
92489,"Mildred Broxon"
92490,"Val�?©ry Larbaud"
92491,"William J. Orvis"
92492,"Udo Quak"
92493,"Susan Shafer"
92494,"Sara Jane Treinen"
92495,"Dianne Balasco"
92496,"Sharon Kane"
92497,"James Roose-Evans"
92498,"Andrea Isari"
92499,"Hans H Sallhofer"
92500,"Douglas McDonald"
92501,"Qian Zhongshu"
92502,"Jane Powell"
92503,"Bernard Galand"
92504,"V. Despentes"
92505,"Leah Martyn"
92506,"Mikhail Naimy"
92507,"IRENE N. WATTS"
92508,"Margaret O'neill"
92509,"Anthony Mercatante"
92510,"John R. Hersey"
92511,"Oscar, Ed. Williams"
92512,"Nancy Rossi"
92513,"K. E. Sullivan"
92514,"Cristopher Marlowe"
92515,"Edwina White"
92516,"Janry"
92517,"Jack Breslin"
92518,"Gurdy  Leete"
92519,"Jean-Paul Molinari"
92520,"Mark B. Weiss"
92521,"Delphine Hirasuna"
92522,"A. M. R. Agur"
92523,"Dorothy F. Regnery"
92524,"James A. Henretta"
92525,"Lee W. Meredith"
92526,"W. Nikola-Lisa"
92527,"Michael Gilsenan"
92528,"Ian Whitcomb"
92529,"James M. Kittelson"
92530,"Tamsin Spargo"
92531,"Mrs Oliphant"
92532,"SUSAN FEUER"
92533,"Nancy F. Cott"
92534,"Julie Bettie"
92535,"Friedrich Heer"
92536,"Ernst Kitzinger"
92537,"C. Scott Moncrieff"
92538,"Mary Jo Hiney"
92539,"Connie Long"
92540,"Raoul Krischanitz"
92541,"Angela Ballou"
92542,"Max Velthuijs"
92543,"Marietta Moskin"
92544,"Shane Mooney"
92545,"Sharon Montey"
92546,"Brenda  Downes"
92547,"Glenn Ward"
92548,"Spiro T Agnew"
92549,"Charles Inglin"
92550,"FREDERICK COPLESTON"
92551,"Raina Lynn"
92552,"Ann Nolan Clark"
92553,"Iris Van Rynbach"
92554,"Stephen R. Haynes"
92555,"Andrew, Md. Newberg"
92556,"Sajjad S. Haider"
92557,"Aubrey Pilgrim"
92558,"Betty Tatham"
92559,"Darcy Folzenlogen"
92560,"Darcy"
92561,"Ilana Weitzman"
92562,"Daniel  Kleppner"
92563,"Shirley O Hockett"
92564,"Alicia Arnaldo"
92565,"Robert W. Stanley"
92566,"T. I. Et Al Storer"
92567,"Free Stuff"
92568,"Sean Jeffrey"
92569,"Shelley Kincaid"
92570,"Burton L. Mack"
92571,"Ernest G. McClain"
92572,"Arch Books Staff"
92573,"William Spender"
92574,"Benjamin Keen"
92575,"Amit Gilboa"
92576,"Billy Steers"
92577,"Juan de Valdes"
92578,"Elias L. Rivers"
92579,"K. Freiman"
92580,"Karl D Uitti"
92581,"José Olivio Jiménez"
92582,"Robert A. Anderson"
92583,"Stephen A. Haller"
92584,"Ike Eze-Anyika"
92585,"Annee Carter"
92586,"Christina Knight"
92587,"Jeanette Shalov"
92588,"David Monnery"
92589,"David Pugliese"
92590,"Tony Drake"
92591,"Shawn Ohler"
92592,"May Mann"
92593,"Michael Blate"
92594,"William Bonadio"
92595,"Charles J.V. Murphy"
92596,"Sherry Suib Cohen"
92597,"Alice Water"
92598,"Phyllis Dennery"
92599,"James Erica"
92600,"Nansi Selwood"
92601,"Brandewyn"
92602,"Jackson Cain"
92603,"Rebecca Ashley"
92604,"Jane Lovelace"
92605,"P. Marshall"
92606,"Robert Gilmour Letourneau"
92607,"Sharon MacIver"
92608,"Paul R. O'Connor"
92609,"Anne Powers"
92610,"Del Greger"
92611,"Marisa Smith"
92612,"K. Hoffmann"
92613,"Ballmann"
92614,"Ted Lerner"
92615,"Carmelita McGrath"
92616,"Danielle Naibert"
92617,"Johnny R. May"
92618,"Carol Maxwell Eady"
92619,"David A. Kirchner"
92620,"Kerryn Goldsworthy"
92621,"Erika Bornay"
92622,"Tom Doughty"
92623,"Rami Shapiro"
92624,"Thomas E., Jr. Sherer"
92625,"Jim Pipe"
92626,"Margaret Stuart Barry"
92627,"Alain Couret"
92628,"Marcia Monje de Castro"
92629,"Arthur L Kopit"
92630,"Geoffrey Charles Evans"
92631,"Lloyd Birmingham"
92632,"Katherine Lawless"
92633,"Lyrick Studios"
92634,"Editors of Klutz Press"
92635,"Julia Samson"
92636,"Susan B. Roberts"
92637,"Diane Trister Dodge"
92638,"Doris Herman"
92639,"Robert R. Gillogly"
92640,"Anthony Capella"
92641,"KEN MCALPINE"
92642,"MARIO JACOBY"
92643,"Alex Barker"
92644,"DAVIES A"
92645,"Clive Innes"
92646,"Caterine Summers"
92647,"Leo Vinci"
92648,"Simon Dwyer"
92649,"Isha De Lubicz"
92650,"Cat Summers"
92651,"Steve Wilson"
92652,"Leonard Clark"
92653,"Christopher Logue"
92654,"Charles R. Legg"
92655,"Chuck Cochran"
92656,"Robert E. Levasseur"
92657,"Craig R. Hickman"
92658,"Donald Mankin"
92659,"Jerry Van Amerongen"
92660,"Frederic Ohringer"
92661,"Gerald Jonas"
92662,"James Kervin"
92663,"Guillaume de Laubier"
92664,"Jan Norman"
92665,"Alan  Weiss"
92666,"Tom Matzen"
92667,"Margo Demello"
92668,"Caitlin Friedman"
92669,"Lynne Perrella"
92670,"Valentina Luellen"
92671,"Bernard Wasserstein"
92672,"Meng Wang"
92673,"Taisuke Mitamura"
92674,"Anthony Ravenscroft"
92675,"Cornelia Rimpau"
92676,"Geoffrey Garrett"
92677,"Sam Gugino"
92678,"Don. Sakers"
92679,"Andy Maer"
92680,"Kimberly Brubaker Bradley"
92681,"Discovery Channel"
92682,"James O'Toole"
92683,"Knightmare"
92684,"Todd Kaderabek"
92685,"Marion Mondshine"
92686,"Barry Kraft"
92687,"Laurence D. Steinberg"
92688,"Nancy Peske"
92689,"David E. Page"
92690,"Mary Kay Remick"
92691,"Ben Brown"
92692,"Karen Kerr"
92693,"Ximena de la Piedra"
92694,"Brad Strickland and Thomas E. Fuller"
92695,"June Hanson"
92696,"T. Lobsang"
92697,"Gloria Page"
92698,"Jean Airey"
92699,"Sue Lewis"
92700,"Craig S. Bell"
92701,"Dennis Lee Anderson"
92702,"Catherine C. Coblentz"
92703,"Ellen M. Dolan"
92704,"Carla Gandy"
92705,"Jay Greenberg"
92706,"Jane Bennett"
92707,"Beverley Turner"
92708,"Corbett Pie"
92709,"Darrell L., Ph.D Bock"
92710,"Dorothy Nelkin"
92711,"Hisaya Nakajo"
92712,"John R.  Levine"
92713,"Robert Sterling"
92714,"Terry Burstall"
92715,"Kristin Cranford"
92716,"Terry B."
92717,"J. William Worden"
92718,"Orford Margie"
92719,"Marlis Steinert"
92720,"Maryam Qudrat Aseel"
92721,"Alan S. Davis"
92722,"Mark OSullivan"
92723,"Dokuotei Nakano"
92724,"David Shapiro"
92725,"ALBERT FRENCH"
92726,"Tomie Depaola"
92727,"James Drever"
92728,"Neil Shaw-Larkman"
92729,"Ing-Marie Eriksson"
92730,"Werner Fritsch"
92731,"Tim OBrien"
92732,"Ronald N Rood"
92733,"Keith Kachtick"
92734,"Cornelle"
92735,"Najib Mahfuz"
92736,"Nina Larisch-Haider"
92737,"Stella Martin"
92738,"John Davey"
92739,"Eric Wiggin"
92740,"Eric E. Wiggin"
92741,"Natalie S. Bober"
92742,"Katherine Black"
92743,"Er Helm"
92744,"Creede Lambard"
92745,"M. Leblanc"
92746,"Curtis Norris"
92747,"Irene Zabytko"
92748,"GiGi Gossett"
92749,"G.M. Young"
92750,"R. E Allen"
92751,"Joey Slinger"
92752,"Volker Reinhardt"
92753,"Jack H., Ph.D. Llewellyn"
92754,"Ernest Norling"
92755,"Philana Marie Boles"
92756,"John M. Owen"
92757,"Susan Volland"
92758,"Barrie G. Wetherill"
92759,"HELEN FIELDING"
92760,"James Frey"
92761,"Charles A. Lockwood"
92762,"Alessandro Gomarasca"
92763,"Cheryl  Tardif"
92764,"E.V. Hill"
92765,"M.M. KAYE"
92766,"baron de Fr�?©d�?©ric La Motte-Fouqu�?©"
92767,"Tsutomu Mizukami"
92768,"Karen Will Rogers"
92769,"Jaime Salinas"
92770,"Harry M�?¼ller"
92771,"Walter Trobisch"
92772,"John E. Fogarty"
92773,"Jude C. Todd"
92774,"Stephen Paul Shepard"
92775,"Gregory Vlamis"
92776,"M.I. Shereshevsky"
92777,"Eugene A. Znosko-Borovsky"
92778,"Ardy Friedberg"
92779,"Priscilla Mcmillan"
92780,"Edward Lasker"
92781,"Robert Sylwester"
92782,"Julia Jasmine"
92783,"Pierce J. Howard"
92784,"Regis Debray"
92785,"Life Magazine Editors"
92786,"MARY D. MIDKIFF"
92787,"Paula Spencer"
92788,"Jose Antonio Gabriel"
92789,"Chris Ware"
92790,"Charles Ortleb"
92791,"Alan Bell"
92792,"Umberto Eco/Cardinal Martini"
92793,"Rein Jansma"
92794,"Matthew Reinhart"
92795,"Jean E. Pigott"
92796,"John Newton"
92797,"T/K"
92798,"Mary Crocker"
92799,"Kimberly Weiner"
92800,"Bob Kerstetter"
92801,"Frances Berdan"
92802,"Lornie Leete Hodge"
92803,"Erica Rutherford"
92804,"Louise Carus"
92805,"John Henry MacKay"
92806,"Will Aitken"
92807,"Donald Olson"
92808,"D. Simmons"
92809,"Simmons d."
92810,"Allison Samuels"
92811,"Jack Morin"
92812,"Penny Ives"
92813,"Dennis Denisoff"
92814,"Robin Fisher"
92815,"Wilma L. Derksen"
92816,"Eric Zweig"
92817,"Nancy Williams"
92818,"Jonathan Ray"
92819,"Suki Lee"
92820,"Ed Baker"
92821,"Claudia Neumann"
92822,"Nic Rowley"
92823,"DONALD F. REUTER"
92824,"Marina Thompson"
92825,"Michael V. Smith"
92826,"Jonathan Cohen"
92827,"Tim Barela"
92828,"Darrell Yates Rist"
92829,"M. Riordon"
92830,"Marta Thoma"
92831,"Georg Shook"
92832,"Timothy W Plumptre"
92833,"Alex Colville"
92834,"Marina Vaizey"
92835,"Ole Ingstrup"
92836,"Valerie Wells"
92837,"Christopher Radko"
92838,"Sandy Turner"
92839,"Vicky Howard"
92840,"Eric Knowles"
92841,"Timothy Wilson-Smith"
92842,"Patricia Sedgewick"
92843,"Lynne Barrett-Lee"
92844,"Stephen M. Silverman"
92845,"Kay Stieter"
92846,"Bruce Macdougall"
92847,"Ruth Vanita"
92848,"Tom Warner"
92849,"Moe Meyer"
92850,"Donald J. Savoie"
92851,"Byrne R.S. Fone"
92852,"Tom Newsom"
92853,"Barbara Lloyd"
92854,"John Gruen"
92855,"Ruth Robbins"
92856,"Roger N Shepard"
92857,"D. N. Perkins"
92858,"Norman Birnbaum"
92859,"Mortimer Jerome Adler"
92860,"Paul C. Nutt"
92861,"Karen L., Rabbi Fox"
92862,"Paul Thibault"
92863,"Richard Death"
92864,"Curtis Adler"
92865,"Herbert Rappaport"
92866,"James F. Moore"
92867,"Dennis H. Wrong"
92868,"Paul Leinberger"
92869,"Faith Ralston"
92870,"Lynda S. Paladin"
92871,"Jean Lipman-Blumen"
92872,"Virginia F Stern"
92873,"Arno Penzias"
92874,"Erica L. Rothstein"
92875,"Colin Penfield Rose"
92876,"Paul Gervais"
92877,"Beverly Port"
92878,"Lindley McDougall"
92879,"Chancellor Williams"
92880,"David Palmer"
92881,"Stanley Reed"
92882,"Harald H. Bloomfield"
92883,"Steve Bloom"
92884,"Jorge J.E. Gracia"
92885,"Shane M. Murphy"
92886,"Edward, Cornish"
92887,"Jack Fritscher"
92888,"Elaina Zuker"
92889,"Lesley J. Rogers"
92890,"Ben Nimmo"
92891,"Tormont"
92892,"Dianne Redmond"
92893,"Barbara Bartos-H�?¶ppner"
92894,"Eric Michaels"
92895,"Bo Sanchez"
92896,"Michael Carroll"
92897,"Gerald George"
92898,"Sandra Kellein"
92899,"Elizabeth Cooke"
92900,"Randy Vogel"
92901,"Sally Leman Chall"
92902,"Alec Bristow"
92903,"Kuan-Chung Lo"
92904,"Amanda Cochrane"
92905,"Jeff Ott"
92906,"William, Maxwell"
92907,"William Neville Scott"
92908,"Angela Devine"
92909,"Martha Bennett Stiles"
92910,"Annette Kast-Zahn"
92911,"Rick Bond"
92912,"Janice Webster"
92913,"Phillip Porter"
92914,"Randy Carlson"
92915,"Reinhold D�?¶rrzapf"
92916,"Henry Thomas Jones"
92917,"Putsata Reang"
92918,"Eric J. Adams"
92919,"Jan Allegretti"
92920,"Ron Hudspeth"
92921,"C. J. Freeman"
92922,"Curtis S. Smith"
92923,"Carolyn Price"
92924,"Bill Jr. Martin"
92925,"Tanaka"
92926,"E. J Tangerman"
92927,"Rudolf Subík"
92928,"Sharon Pierce"
92929,"Anders Lunde"
92930,"Doreen L. Virtue"
92931,"Darrick Yun"
92932,"HESTER HILL LICSW SCHNIPPER"
92933,"Walt  Disney"
92934,"Susan Cornell Poskanzer"
92935,"M. Keller"
92936,"Walter J. Ong"
92937,"C Pavese"
92938,"Barbara Fleming"
92939,"Maurizio Colombo"
92940,"Roger Garaudy"
92941,"Jean Guerreschi"
92942,"William S. (William Seward) Burroughs"
92943,"Sel Pavlou"
92944,"François Boituzat"
92945,"Emmanuel M�?©nard"
92946,"Poilus"
92947,"Richard Sowers"
92948,"John Harold Haynes"
92949,"Hope Egan"
92950,"Edwin A. Abott"
92951,"Paul Zane  Pilzer"
92952,"Stephanie James (Jayne Ann Krentz)"
92953,"Ellen Langtry"
92954,"Paul Cullen"
92955,"Schulman"
92956,"Audrey Dadds"
92957,"Charlie Dimmock"
92958,"Neil B., M.D. Shulman"
92959,"Nick Jones"
92960,"E. Jean Roberton"
92961,"Nikita Black"
92962,"Cassandra Brooke"
92963,"Emma Carter"
92964,"Sylvian Hamilton"
92965,"Dr. Richard F. Heller"
92966,"Elaine Horseman"
92967,"Zoe Oldenbourg"
92968,"Zita Christian"
92969,"Torgny Lindgren"
92970,"Lisa Teasley"
92971,"Lucy Maud. Montgomery"
92972,"Helen DeWitt"
92973,"Marta Lopez"
92974,"Virginia Sapiro"
92975,"Daniel Porter"
92976,"Stuart Griffin"
92977,"Valerie S Malmont"
92978,"Lyle E. Schaller"
92979,"Richard N. Bolles"
92980,"Enchi Fumiko"
92981,"Donald A. McQuarrie"
92982,"Heather Cox"
92983,"Jeremy N.S. Evans"
92984,"Deborah Hayden"
92985,"Aufderstrab"
92986,"O.S.B. Jerome Kodell"
92987,"Edward Berenson"
92988,"Wayne Goddard"
92989,"John D. Keys"
92990,"Bob and Jody Palzer"
92991,"Alain"
92992,"Jean-Paul Chabrier"
92993,"Jean Wahl"
92994,"Patrick Grainville"
92995,"Enrique Rojas"
92996,"Lilian O'Donnell"
92997,"Marianne Apostolides"
92998,"F. Grande Covian"
92999,"Jose Francisco Gonzalez Ramirez"
93000,"Huxley"
93001,"Luis Rosales"
93002,"Leon Tolstoi"
93003,"Giancarlo Succi"
93004,"Elias Chacour"
93005,"Breyten Breytenbach"
93006,"Es Kia Mphahlele"
93007,"Farid Esack"
93008,"Michael Lemer"
93009,"Alberto Farina"
93010,"Alex Ashe"
93011,"Beryl Cook"
93012,"Renata Provenzano"
93013,"Ajit Mookerjee"
93014,"Elizabeth U. Harding"
93015,"Steel"
93016,"James F. Cooper"
93017,"Manuel Barrios"
93018,"Joan Delfattore"
93019,"Hank Johnston"
93020,"Alison D. Spalding"
93021,"Sheryl Sage"
93022,"KEENE"
93023,"James K. Wangberg"
93024,"Greer Hogan"
93025,"Jeffrey K. Salkin"
93026,"Armond D. Budish"
93027,"Parragon Publishing"
93028,"Catherine Orenstein"
93029,"Suzan D., Dr. Johnson Cook"
93030,"M. Jerry Weiss"
93031,"Susanne Betancor"
93032,"Amy  Tucker"
93033,"Robert Cole"
93034,"John Stephen Strange"
93035,"Joe L Hensley"
93036,"Helen Siiteri"
93037,"Patricia Clay"
93038,"Jack S Scott"
93039,"Richie Windosr"
93040,"Dennis Hinkle"
93041,"Jr., G. Tyler Miller"
93042,"Robert Willoughby, Comp. Corrigan"
93043,"Max Morenberg"
93044,"Estelle  Levetin"
93045,"Jean Chance"
93046,"Robert E. Diclerico"
93047,"Kenneth Janda"
93048,"Ted Gurley"
93049,"William Doyle"
93050,"Robert H. Lauer"
93051,"Richard L. Epstein"
93052,"Rolf E. Muuss"
93053,"William F. Arens"
93054,"Marsha G. Spradlin"
93055,"Melvin  Mencher"
93056,"Jacquie Hann"
93057,"Nancy Burgeson"
